Dialecticus.a.um, por cosa disputatiua
Dialexis.is, interpretatur disputatio
Dialis.e, por cosa del sereno
Dialis.is, por el sacerdote de jupiter
Diale flaminium, por el sacerdocio deste
Dialyton.i, interpretatur dissolutum.fig
Dialogus.i, disputa es de diuersas personas
Diametros.i, interpretatur dimensio
Diane.ae, hija fue de jupiter y latona
Dianium.ii, por lugar dedicado a diana
Dianium.ii, por denia ciudad de españa
Dianoea.ae, interpretatur intellectus
Diapason, es en la musica proporcion doble
Diapente, es proporcion sesquialtera
Diaphanus.a.um, interpretatur pellucens
Diaplasma.atis, por olores de cosas secas
Diaphragma.atis, por las telas del corazon
Diapsalma.atis.i, psalmorum finis
Diarium.ii, por la dieta comida de un dia
Diarium.ii, por la istoria de un dia
Diarrhia.e, por camaras de algun umor
Diaricus hippo, ciudad es de africa
Diasyntaxis.is, interpretatur constructio
Diasyrmos.i, interpretatur distractio.fig
Diastasis.is, interpretatur distantia
Diastole.es, interpretatur dilatatio.fig
Diatessaron, en musica proporcion sesquitertia
Diatheti, interpretatur testamentum
Diatonieuz genus musicae, la musica de agora
Diatriba.ae, interpretatur exercitatio
Diazecaumene.es, la regionso el equinocial
Dibaphus.a.um, por cosa dos vezes teñida
Dicaearchus.i, filosofo notable fue
Dicaearchia.ae, interpretatur iustus principatus
Dicaearchia.ae, ciudad de italia pozoli
Dica.ae, por la demanda en juizio.pr
Dicax.acis, por dezidor y parlero
Dicacitas.atis, por aquella parleria
Dicaculus.a.um, por aquel parleruelo
Dicacule. aduerbium, por parleramente
Dicatura.ae, por la dedicacion o consagracion
Dicatio.onis, por aquello mesmo
Diceo.es, por dezir.priscum est
Dichoreus.i, pie es compuesto de dos coreos
Dico.as, por dedicar o consagrar.a.i
Dico.is, por dezir artificiosamente.a.i
Dicolos, interpretatur bimembris.e
Dictamus.i, por el dictamo ierva
Dictator.oris, por el emperador romano
Dictatura.ae, por el imperio de uno
Dictatorius.a.um, por cosa del dictador
Dictatum.i, la lecion que torna el dicipulo
Dicte.es, por una ninfa de creta isla
Dictaeus.a.um, por cosa de creta isla
Dicterium.ii, por donaire motejando
Dictynna.ae, por diana diosa
Dictito.as, por dezir a menudo.a.i
Dictiotecton, edificio con redes
Dictio.onis, por una palabra o dicion
Dictio.onis, por el razonamiento
Dicto.as, por dezir lo que otro escriva.a.i
Dicto.as, por dezir lo que otro torne a dezir.a.i
Dictum.i, substantiuum. por el dicho
Didascalos.i, interpretatur doctor
Didascalicus.a.um, por cosa doctrinal
Didascalia.ae, por doctrina
Didactos, interpretatur docilis.e
Didymaon.onis, artifice fue notable
Didyme.es, por una isla cerca de sicilia
Didymus.i, interpretatur geminus
Didymus.i, nombre fue de thomas apostol
Didymus.i, escriptor fue de nuestra fe
Dido.is, per syncopam pro diuido.is
Dimo didus, renombre fue de elisa
Didrachma.ae, por dos adaremes de peso
Didrachma.ae, por dos dramas monedas
Diduco.is.xi, por traer en diversas partes.a.i
Diductio.onis, por aquel traimiento
Diecula.ae, por el dia pequeño o tiempo
Dierectus.a.um, crucificado un dia.pr
Dies, declinatum cum hic. por el dia
Dies, cum hec absque plurali. por el tiempo
Dies natalis, por el dia del nacimiento
Dies lustricus, por el dia de bautismo
Dies emortualis, por el dia de la muerte
Diesis.is, por la meitad de medio tono
Diespiter.tris, por jupiter
Diezeugmenon, interpretatur disiunctum
Diezeuxis.is, interpretatur disiunctio
Diffamo.as.aui, por enfamar.a.i
Diffamatio.onis, por enfamacion
Dissamator.oris, por enfamador
Diffamatorius.a.um, por cosa enfamadora
Diffarreatio.onis, quitamiento de casados
Dissertio.is, por recalcar en didsas partes.a.i
Differo.rs, por traer en diversas partes.a.i
Differo.rs, por dilatar en tiempo.a.i
Differo.rs, por diferir una cosa de otra.a.i
Differentia.ae, por la diferencia
Differitas.atis, por aquello mesmo.pr
Difficilis.e, por cosa dificile
Difficiliter. aduerbium, por dificilemente
Difficulter. aduerbium, por aquello mesmo
Difsicultas.atis, por la dificultad
Diffido.is, por desconfiar.n.ii
Diffindo.is.di, por hender en partes.a.i
Diffingo.is, por des figurar lo figurado.a.i
Diffinio.is, por difinir o determinar.a.i
Diffinitio.onis, por la difinicion
Diffiteor.eris, por confessar.d.iii
Difflo.as, por soplar en diversas partes.a.i
Diffluo.is, por correr lo liquido en partes.nv
Diffluus.a.um, por lo que assi corre
Diffringo.is.egi, por quebrar en partes.a.i
Diffulmino.as, por herir con raio del cielo.a.i
Diffundo.is, por derramar en partes.a.i
Digama aeolicum, por la u consonante
Digentia.ae, por un rio de italia
Digero.is, por repartir en partes.a.i
Digeries.ei, por aqueste repartimiento
Digestio.onis, por aquello mesmo
Digestus.us, por aquello mesmo
Digestorum quinquaginta libri, los digestos
Digenero.as, por engendar en partes.a.i
Digytale.is, por el dedal del dedo
Digytus.i, por el dedo de la mano
Digytus impudicus, por el dedo de medio
Digytus infamis, por aquel mesmo
Digytus impudicus et infamis, la higa
Digytus polles, por el pulgar
Digytus index, por el dedo para mostrar
Digytus minimus, por el dedo menor
Digytus salutaris, por el que esta cerca deste
Digytus proximus aminimo, por este mesmo
Digytus.i, por dedo medida al traves
Digytus aquae, por blanca de aguaducho
Digytus.i, por cierta especie de marisco
Digytulus.i, por pequeño dedo
Digytellus.i, por la ierva puntera
Digladior.aris, porse acochillar con otro.d v
Digladiator.oris, por aquel acochillador
Digladiatio.onis, por aquel acochillar
Dignatio.onis, por dignidad o señoria
Dignitas.atis, por aquesto mesmo
Dignor.aris, por deñarse.commune.d.iii
Digno.as, por aquello mesmo.a.i
Dignus.a.um, por cosa digna
Dignosco.is, conocer entre diversas cosas.a.i
Digredior.eris, por partirse de lugar.d.v
Digressio.onis, por aquella partida
Digressus.us, por aquesto mesmo
Diiambus.i.,pie es compuesto de dos jambos
Diiouis, por el dios jupiter.pi
Diiudico.as, por juzgar entre cosas didsas.a.i
Duudicatio.onis, por aquel juizio
Dilabor.cris, por deslizarse en partes. d.v
Dilapsus.us, por aquel deslizamiento
Dilacero.as, por despedazar en partes.a.i
Dilaceratio.onis, por aqueste despedazar
Dilacerator.oris, por aquel despedazador
Dilanio.as, por despedazar en partes.a.i
Dilaniatio.as, por aqueste despedazar
Dilaniator.oris, por aquel despedazador
Dilapido.as, por destruir como apedreando.a.i
Dilapidator.oris, por el destruidor assi
Dilapidatio.onis, por aquel destruimiento
Dilatro.as, por ladrar en partes didsas.n.v
Dilatio.onis, por la dilacion de tiempo
Dilatorius.a.um, por cosa de dilacion
Dilato.as.aui, por ensanchar o estender.a.i
Dilatatio.onis, por aqueste ensanchamiento
Dilemma.atis, por argumento de dos cabezas
Dilectio.onis, por el amor con razon
Diligo.is.xi, por amar con razon.a.i
Dilorico.as.aui, por desmallar.a.i
Diloricatio.onis, por esta desmalladura
Diloricator.oris, por el desmallador
Diluceo uel dilucesco, por amanecer.n.v
Diluculum.i, por el alva o mañana
Diluculo.as, por amanecer.n.v
Dilucularius.a.um, por cosa del alva
Diludium.ii, por la cessacion del juego
Diluo.is.dilui, por desleir.a.i
Diluo.is.dilui, por destruir con avenida.a.i
Diluuio.as.aui, por aquesto mesmo.a.i
Diluuium.ii, por el diluvio o avenida
Diluuio.onis, por aquesto mesmo
Diluuies.ei, por aquello mesmo
Dimadeo.es.dui, por mojarse lo elado
Dimano.as, por manar por diversas partes
Dymas.antis, padre fue de la reina ecuba
Dymantis.idis, por la hija de dimante
Dimensum.i, el trigo que se da cada mes
Dimensio.onis, por la medida en partes
Dimetior.iris, por medir en diversas partes.d.iii
Dimetros.a.um, lo que tiene dos medidas
Dimico.as.aui, por pelear.n.v
Dimicator.oris, por el que pelea
Dimicatio.onis, por aquella pelea
Dimidium.ii, por la meitad del entero
Dimidiatum.i, por lo entero demediado
Dimidio.as.aui, por demediarlo entero.a.i
Diminuo.is.diminui, por menguar.a.i
Diminutio.onis, por aquella mengua
Diminutiuum nomen, que significa menos
Diminutus capite, por el desterrado
Diminutio capitis, por el destierro
Dimitto.is.si, por embiar a diversas partes.a.i
Dimissio.onis, por esta embiada
Dimitto sanguinem, por sangrar.a.i
Dimissio sanguinis, por la sangria
Dimitto.is.si, por despedir o dexar.a.i
Dimissio.onis, por aquel despedimiento
Dimissoriae litterae, letras del que despide
Dimoueo.es, por mover en diversas partes.a.i
Dynamis.eos, interpretatur potentia
Dynasta.ae, interpretatur potens
Dynastia.ae, interpretatur potentia
Dina.ae, hija fue de jacob y de lia
Dindymus.i, por un monte de frigia
Dindyma.orum, por este mesmo monte
Dindymene.es, por la sacerdotissa de cibele
Dinocrates.is, carpintero fue de alexandre
Diocesis.is, por la juridicion.gr
Diocesis, interpretatur ad ministratio
Diocles.is, hijo fue de orsiloco
Dioclecianus.i, emperador fue de roma
Diodorus.i, varon fue istoriador
Diobolaris meretrix, de dos maravedis
Diogenes.is, filosofo fue notable
Diogenetus.i, capitan fue de athenas
Diomeda.ae, briseis hija de forbas
Diomedes.is, rei de thracia fue
Diomendes.is, hijo de tideo y deifila
Diomedaeus.a.um, por cosa de diomedes
Diomeropus.i, padre de adastro rei
Dione.es, hija de oceano y tethis
Dione.es., por la diosa venus hija de dione
Dionaeus.a.um, por cosa de dione
Dionysius.ii, tirano fue en sicilia
Dionysius.ii, escriptor fue cristiano
Dionysius.ii, por el dios bacco
Dionysia.ae, isla es que llamaron naxos
Dionysia.orum, por las fiestas de bacco
Dionyseus.a.um, por cosa deste dios
Dionysiacus.a.um, por aquello mesmo
Dios, interpretatur iupiter.tris
Dios balanos, interpretatur castanea
Dyota.ae, por tinaja de dos orejas
Diphtheria.ae, por zamarra de pastor
Diphthita.ae, por cierta especie de rana
Diphthongus.i, por aiuntamiento de vocales
Diphryges, medicina compuesta para secar
Diplois.idis, vestidura enforrada.gr
Diploma.atis, por dos tablas para escrivir
Dipondius.ii, moneda como maravedi
Dipondium.ii, por aquello mesmo
Dipondiarius.a.um, por cosa desta moneda
Dipsas.adis, por cierta serpiente en africa
Diptoton, nombre de dos casos
Dira.ae, por la ira de los dioses
Dirce.es, muger de lico rei thebano
Dirce.es, fuente en que aquella se mudo
Dircaeus.a.um, por cosa de thebas
Directio.onis, por enderezamiento
Dirigo.is.direxi, por enderezar.a.i
Dirimo.is.diremi, por apartar.a.i
Diripio.is.pui, por robar o arrebatar.a.i
Diritas.atis, por la ira de dios
Dirus.a.um, por cosa de dios airado
Diruo.is.rui, por derribar edificio.a.i
Dyrrhachium.ii, por durazo ciudad de epiro
Dis, interpretatur bis
Dis ditis, por cosa rica
Dis ditis, por pluton dios del infierno
Discalceo uel discalcio.as, por descalzar.a.iiii
Discedo.is.si, por partirse de lugar.n.v
Discepto.as, por contender disputando.a.i
Disceptatio.onis, por aquella contienda
Disceptator.oris, por contendedor assi
Disceptatrix.icis, por contendedora assi
Disceptatorius.a.um, por cosa contendedora
Discerno.is.discreui, por apartar.a.i
Discerniculum.i, por partidor de cabellos
Discessio.onis, por partida de lugar
Discessus.us, por aquello mesmo
Discerpo.is.psi, por despedazar en partes.a.i
Discerptio.onis, por este despedazamiento
Discindo.is.di, por cortar en partas.a.i
Discingo.is.xi, por desceñir.a.iiii
Discinctus.us, por la desceñidura
Discinctus.a.um, por cosa negligente
Disciplina.ae, por la doctrina
Disciplinatus.a.um, por cosa doctrinada
Disciplinosus.a.um, por aquello mesmo
Discipulus.i, por el dicipulo macho
Discipula.ae, por la dicipula hembra
Dyscholus.a.um, por desobediente cosa.gr
Dischrestema.atis, interpretatur incommodum
Discludo.is.si, por echar de fuera.a.i
Disclusio.onis, por aqueste echar de fuera
Disco.is.didici, por deprender.a.i
Discolor.oris, por cosa de diversos colores
Disconuenio.is.ni, por desconvenir.n.ii
Disconuentio.onis, por desconveniencia
Discophorus.i, por el page del plato
Discooperio.is.rui, por descubrir
Discoquo.is, por descozer.actiuum.i
Discordo.as.aui, por discordar.n.v
Discordis.e, por cosa discorde.pr
Discors.dis, por aquello mesmo
Discorditer. aduerbium, por discordemente
Discordiosus.a.um, cosa de discordia llena
Discordia.ae, por la discordia
Discorditas.atis, por aquello mesmo.pr
Discrepo.as.aui, por discordar en son.n.v
Discrepantia.ae, por aquella discordia
Discretio.onis, por apartamiento
Discrimen.inis, por aquello mesmo
Discrimen.inis, por diferencia
Discrimen.inis, por el peligro
Discrimino.as, por apartar en diferencia.a.i.
Discriminale.is, por partidor de cabellos
Discumbo.is.bui, por assentarse a mesa.n.v
Discubitus.us, por aquel assentamiento
Discuneo.as.aui, por hender con cuñas.a.i
Discuneatio.onis, por aquel hender
Discurro.is.ri, correr por diversas partes.n.v
Discurso.as, por correr a menudo.n.v
Discursus.us, por aquella corrida
Discus.i, por el plato del manjar
Discus.i, pella era de cobre y juego antiguo
Discutio.is.si, sacudir en partes diversas.a.i
Discussio.onis, por aquel sacudimiento
Discussus.us, por aquello mesmo
Discussiuus.a.um, por cosa purgatiua
Discussorius.a.um, por esto mesmo
Disertus.a.um, por esparzido en la lengua
Disertitudo.inis, por aquel esparzimiento
Disertatio.onis, por aquello mesmo
Dysenteria.ae, camaras de tripas llagadas
Dysentericus, el paciente destas camaras
Disertim. aduerbium, por esparzidamente.pr
Disexapothus, interpretatur iucundus
Disiicio.is.ieci, echar por diversas partes.a.
Disiungo.is, por apartar y desuñir.a.i
Disiunctio.onis, por aquel apartamiento
Disiunctiuus.a.um, cosa para desuñur
Dispalo.as.aui, por derramar en partes.a.i
Dispando.is.di, por tender en partes.a.i
Dispar.aris, por cosa desigual
Disparilis.e, por aquello mesmo
Disparilitas.atis, por la desigualdad
Dispariliter. aduerbium, por desigualmente
Dispartio.is.iui, por partir en partes.a.i
Dispartior.iris, por aquello mesmo.d.iii
Dispartitio.onis, por aquella particion
Dispendo.is.di, por espender.a.i
Dispendium.ii, por el rodeo de camino
Dispenso.as.aui, por espender.a.i
Dispensatio.onis, por el espender
Dispensator.oris, por el despensero
Dispepsia.ae, por mala digestion.gr
Disperdo.is.didi, por desperdiciar.a.i
Disperditio.onis, por el desperdiciamiento
Dispergo.is.si, por esparzir en partes.a.i
Dispersio.onis, por aquel esparzimiento
Dispersim. aduerbium, esparzidamente
Dispertio.is.iui, por partir en partes.a.i
Dispesco.is.cui, por apartar del pasto.a.i
Dispessus.a.um, por cosa tendida en partes
Disphilus.i, por mal amigo.gr
Dispicio.is.xi, por mirar a diversas partes.a.i
Displiceo.es.cui, por desagradar.n.ii
Displicentia.ae, por el desagradamiento
Displico.as.aui. uel cui, por desplegar.a.i
Displicatio.onis, por la desplegadura
Displodo.is.si, por des favorecer.a.i
Displosio.onis, por aquel desfavor
Dyspnoca.ae, por la respiracion dificile.gr
Dyspnoicus.i, por el que assi respira.gr
Dispolio.as.aui, por despojar.a.nii
Dispoliatio.onis, por el despojamiento
Dispoliator.oris, por el despojador
Dispondeus.i, pie es compuesto de dos spodeos
Dispono.is.sui, por poner en partes.a.i
Dispositio.onis, por aquella disposicion
Dispositor.oris, por aquel disponedor
Dispulchro.as.aui, por desbaratar.pr.a.i
Dispungo.is.xi, por cassar la cuenta.a.i
Dispunctio.onis, por aquella cassacion
Dispunctor.oris, por aquel cassador
Disputo.as.aui, por disputar.a.i
Disputatio.onis, por la disputacion
Diiputatiuncula.ae, por disputacion pequeña.
Disputator.oris, por el disputador
Disputatiuus.a.um, por cosa disputadora
Disquiro.is.iui, por buscar en partes.a.i
Disquisitio.onis, por aquella busca
Disseco.as.cui, por cortar en partes.a.i
Dissemino.as, por sembrar en partes.a.i
Disseminatio, por aquella sembradura
Dissentio.is.si, por discordar en sentencia.n.v
Dissentior.iris, por aquello mesmo
Dissensio.onis, por aquella discordia
Dissentaneus.a.um, por cosa discorde assi
Dissereno.as, por serenar en partes.a.i
Dissero.is.rui, por declarar con palabras.a.i.
Disserto.as, por hazer aquello mesmo.a.i
Dissertatio.onis, por aquella declaracion
Dissertabundus.a.um, lo que mucho assi declara
Dissideo.es.edi, por discordar en sentencia.n.v
Dissidium.ii, por aquella discordia
Dissilio.is.lui, por saltar en diversas partes.n.v
Dissyllabus.a.um, por cosa de dos silabas
Dissimilis.e, por cosa dessemejante
Dissimiliter. aduerbium, por dessemejantemente
Dissimilo.as.aui, por dessemejar.a.iii
Dissimilatio.onis, por la dessemejanza
Dissimulo.as.aui, por dissimular.a.i
Dissimulatio.onis, por la dissimulacion
Dissimulator.oris, por el dissimulador
Dissimulanter. aduerbium, por dissimulando
Dissipo.as, por dissipar y destruir.a.i
Dissipatio.onis, por la dissipacion
Dissipator.oris, por el dissipador
Dissocio.as.aui, por desacompañar.a.i
Dissoluo.is.ui, por pagar y desatar.a.i
Dissolutio.onis, por la paga y desatadura
Dissonus.a.um, por cosa discorde en son
Dissono.as.nui, por discordar en son.n.v
Dissonantia.ae, por la discordia en son
Dissulto.as, resurtir en diversas partes.n.v
Dissultatio.onis, por el resurtir
Dissuo.is.sui, por descoser.a.i
Dissuauior.aris, por mucho besar
Distabeo uel distabesco, por deretirse.n.v
Distendo.is.di, por tender en partes.a.i
Distentio.onis, por aquel estendimiento
Distendo.is.di, por retesar las tetas.a.i
Distentio.onis, por aquel retesamiento
Distendo.is, por recalcarlo lleno.a.i
Distentio.onis, por esta recalcadura
Distermino.as.aui, por deslindar.a.i
Disterminatio.onis, por el deslindar
Distero.is.triui, por majar mucho.a.i
Distillo.as, por destellar o gotear.n.v
Distillatio.onis, por aquel gotear
Distineo.es.nui, por detener en partes.a.i
Distinguo.is, por apartar uno de otro.a.i
Distinctio.onis, por aquel apartamiento
Distincte. aduerbium, por apartadamente
Distichum.i, por dos versos.gr
Disto.as, por alexarse o alongarse.n.v
Distorqueo.es.si, torcer al contrario.a.i
Distortio.onis, por aquella torcedura
Distorsio.onis, por aquello mesmo.
Distraho.is.xi, por arrastrar en partes.a.i
Distractio.onis, por aquella arrastradura
Distraho.is.xi, por vender.a.i
Distractio.onis, por aquella venta
Distribuo.is.bui, por repartir.a.iii
Distributio.onis, por el repartimiento
Distributor.oris, por el repartidor
Distributiuus.a.um, cosa repartidora
Distringo.is.xi, por livianamente tocar.a.i
Distringo.is.xi, por desen vainar arma.a.i
Distrophos, el verso que torna despues de dos
Disturbo.as.aui, por desbaratar.a.i
Disturbatio.onis, por el desbarato
Disurrhia, por la stranguria de la urina
Ditesco.is, por enriquecerse.n.v
Dithyrambus.i, nombre es del dios bacco
Dithyrambus.i, por cierto pie del verso
Dithyrambicus.a.um, por cosa de aquel pie
Ditior.oris, comparatiuum a dis ditis
Dito.as.aui, por enriquecer a otro.a.i
Ditrocheus.i, pie compuesto de dos trocheos
Diu ablatiuus a die, por de dia
Diu. aduerbium, por luengo tiempo
Diua.ae, por la diosa hecha de muger
Diuarico.as, por tender en partes.a.i.
Diuaricatio.onis, por aquel tendimiento
Diuello.is.si, por apartar arrancando.a.i
Diuendo.is.didi, por vender a diverso.a.iii
Diuerbero.as, azotar en diversas partes.a.i
Diuerberatio.onis, por aquel azotar
Diuersus.a.um, por cosa diversa
Diuersiclinium.ii, por diversa declinacion
Diuersitas.atis, por la diversidad
Didsito.as, apartarse del camino amenudo.nv
Diuersor.aris, por tomar posada o meson.d v
Diuersorium.ii, por meson o posada
Diuerto.is, por aposentarse en posada.n.v
Diuerto.is, por apartarse del camino.n.v.
Diuertor.eris, por aquello mesmo
Diuerticulum.i, por apartamiento de camino
Diuerticulum fluminis, remanso de rio
Diues.itis, por cosa rica
Diuexo.as, por fatigar en muchas maneras
Diuidiculum.i, por almazen de agua.pr
Duiidia.e, por discordia o dissension.pr
Diuidium.ii, por division. pr
Diuiduus.a.um, por cosa partible.
Diuido.is.diuisi, por partir en partes.a.i
Diuino.as.aui, por divinar o adevinar.a.i
Diuinatio.onis, por la divinacion
Diuinator.oris, por el divinador
Diuinacio, oracion para dar acusador
Diuinitas.atis, por la divinidad
Diuinitus. aduerbium, por divinamente
Diuinus.a.um, por cosa divina o adevina
Diuisio.onis, por el partimiento o particion
Diuisura.ae, por aquello mesmo
Diuisim. aduerbium, por partidamente
Diuito.as, por enriquecer a otro.pr.a.i
Diuitior.oris, comparatiuum a diues
Diuolaris meretrix, la que se echa so el cielo
Diuolare lupanar, puteria no tejada
Dium.ii, por el cielo o sereno
Dium fulgur, el relampago de dia
Diuortium.ii, por el apartamiento
Diuortium.ii, por la vereda que se aparta
Diuortia aquraum, por aguas vertientes
Diuortium.ii, por quitamiento de casados
Diurnus.a.um, por cosa de un dia
Diurno.as, por durar mucho tiempo.pr.n.v
Dius.a.um, por cosa divina y generosa
Diutius. aduerbium, por mas tiempo
Diutule. aduerbium, por por poco tiempo
Diutinus.a.um, por cosa de mucho tiempo
Diuturnus.a.um, por aquello mesmo
Diuturnitas.atis, por longura de tiempo
Diuulgo.as, por diuulgar o publicar.a.i
Diuulgatio.onis, por aquella publicacion
Diuulsio.onis, por apartamiento arrancando
Diuus.i, por el dios hecho de ombre
Diuus.i, por dios algunas vezes
Do.das.dedi., por dar. actiuum.iii
Do.as.dedi, por dezir. actiuum.iii
Do copiam, por dar liceneia.a.iii
Do fidem, por obligar la fe.a.iii
Do.das.dedi, por dar lo suio la muger.n.v
Doceo.es.cui, por enseñar.a.iiii
Docibilis.e, por cosa que presto se enseña
Docilis.e, por cosa abile para doctrina
Docilitas.atis, por aquella abilidad
Docis.idis. uel docus, por la viga.pr
Docos.i, interpretatur trabs
Dochimus.i, por cierto pie de cinco silabas
Doctor.oris, por enseñador
Doctrina.ae, por la enseñanza
Doctrinalis.e, por cosa de dotrina
Doctus.a.um, por cosa enseñada.
Doctiusculus.a.um, por un poco enseñado
Docte. aduerbium, por enseñadamente
Documentum.i, por la enseñanza
Dodona.ae, por un bosque de epiro
Dodone.es, por aquello mesmo
Dodonis.idis, por cosa hembra de alli
Dodonaeus.a.um, por cosa de aquel lugar
Dodrans.antis, por nueve onzas
Dodrans.antis, por nueve partes de doze
Dodrantalis.e, por cosa de nueve onzas
Dogma.atis, interpretatur decretum
Dogma.ae, por aquello mesmo.pr
Dogmaticus.a.um, por cosa de aquel decreto
Dolabra.ae, por segur para dolar
Dolabella.ae, por azuela o segureja
Doleo.es.dolui, por doler o dolerse.n.v
Dolendus.a.um, participium a doleo.es
Dolentia.ae, por el dolor.priscum
Dolenter. aduerbium, por dolendose
Dolito.as.aui, por doler a menudo.n.v
Dolium.ii, por tinaja grande o cuba
Doliolum.i, por tinaja pequeña o cubeta
Doliarius.a.um, por cosa de cuba o tinaja
Doliaris.e, por aquello mesmo
Dolo.as.aui, por dolar como madera.a.i
Dolo.is.lui, por aquello mesmo.a.i
Dolobella.e, n.p.de varones romanos
Dolon.onis, hijo fue de enmenides troiano
Dolon.onis, por el dalle especie de lanza.
Dolor.oris, por el dolor
Dolorosus.a.um, por cosa dolorosa. bar
Dolops.is, pueblos son de tessalia
Dolosus.a.um, por cosa engañosa
Dolositas.atis, por el engaño
Dolus.i, por astucia o engaño.pr
Dolus malus, por el engaño
Doma.atis, por la morada de casa
Domator.oris, por domador de lo fiero
Domatio.onis, por la domadura
Domesticus.a.um, por cosa casera
Domesticatim. aduerbium, por de casa en casa
Domi. aduerbialiter, por en casa
Domicilium.ii, por la morada
Domicoenium.ii, por cena en casa propria
Dominus.i, por señor como de siervos
Domina.ae, por señora como de siervos
Dominus.i, por enamorado de alguna
Domina.ae, por enamorada de alguno
Dominus.a.um, por cosa señora
Dominium.ii, por aquel señorio
Dominicus.a.um, por cosa de señor
Dominicus dies, por el domingo dia
Dominicus.i, por domingo nombre proprio
Dominor.aris., por se enseñorear.d.ii
Dominatio.onis, por aquel señorio.
Dominatus.us, por aquello mesmo
Dominator.oris, por el enseñoreador
Domis.is, idem quod dominus.po
Domitius.ii, nombre de varones romanos
Domitianus.i, emperador fue de roma
Domito.as.aui, por domar a menudo.a i
Domitura.ae, por la domadura
Domitor.oris, por el domador
Domnus.i, cortado nombre de dominus
Domo.as.domui, por domar.a.i
Domus.us, por la casa que se mora
Domus.us, por la familia de casa
Domuncula.ae, por la casa pequeña
Domuncio.onis, por lo mesmo
Donarium.ii, lugar donde ponen los dones
Donatiuum.i, el don que se prometio
Donatica corona, por la corona del vencedor
Donatio.onis, por la donacion al bivo
Donator.oris, por el que haze la donacion
Donatum.i, por la cosa assi endonada
Donatarius.ii, por a quien se haze donacion
Donatus.i, gramatico fue notable
Donatus.i, por un erege cristiano
Donatianus.i, por el erege desta seta
Donysa.ae, por una isla del arzapielago
Donum.i, por el don que se da
Dorcas.adis, por la corza o gama
Dorcas.adis, nombre de una muger
Dorcium.ii, nombre de muger.po
Doriza.ae, region cerca de athenas
Doricus.a.um, por cosa desta region
Doryclus.i, hijo fue bastardo de priamo
Dorica columna, especie es de marmol
Doriensis.e, por cosa de la region dorica
Dorion, ciudad fue de magnesia
Doriscus.i, ciudad fue de thracia
Doris.idis, hija de oceano y tethis
Dory, interpretatur hasta
Doryphorus.i, el que trae lanza
Dorix.icis, rio es en la sacra escriptura
Dormio.is.iui, por dormir.n.v
Dormito.as, por dormir y velar.n.v
Dormitor.oris, por dormidor
Dormitio.onis, por la dormidura
Dormitorium.ii, por el dormitorio
Doron, interpretatur palmus
Doron, interpretatur donum uel munus
Dorsum.i, por el espinazo o lomo
Dorsenius.ii, por un cierto poeta
Dorus.i, por un hijo del dios neptuno
Dos dotis, por la dote o casamiento
Dosis, interpretatur datio
Dossum.i, por el espinazo o lomo
Dossuarius.a.um, por lo que lleva a cuestas
Dotalis.e, por cosa que se da en dote
Doto.as, por dotar la muger.a.i
Doxa.ae, interpretatur opinio.gr
Doxa.ae, interpretatur gloria
Draco.onis, por el dragon sierpe
Dracena.ae, por la dragona
Draco.onis, por la serpa de la vid
Draco.onis, por cierto pescado de mar
Draconteus.a.ui, por cosa de drago
Dracontaea.ae, por la dragontia ierva
Dracunculus.i, por el drago pequeño
Drachma.ae, por el adareme peso conocido
Drachma.ae, por cierta moneda
Drachmon.i, por cierta moneda attica
Dragma.atis, interpretatur manipulus
Drama.atis, la obra que se escrive en dialogo
Dramaticus.a.um, por cosa de tal estilo
Draucus.i, el mozo cuando ronquece
Drenso.as, por cautar los cisnes.n.v
Drepanon, interpretatur falx.cis
Drepanum.i, por trapana ciudad de sicilia
Drepanitanus.a.um, por cosa desta ciudad
Dryades, diosas de los arboles
Drimys, interpretatur acidus.a.um
Drymo.us, nombre de una ninfa
Dryope.es, por una hija de eurito
Dryopeius.a.um, por cosa desta driope
Dryopeis.idis, por hija o nieta desta
Dryopes, pueblos son cerca de parnaso
Drys, interpretatur quercus
Dryudae, pueblos y filosofos fueron en francia
Dromos, interpretatur cursus
Dromo.onis, nombre es de siervo
Dromedarius.ii, por camello o dromedario
Druentia.ae, rio es de francia cerca las alpes
Druppa.ae, por el azeituna verde
Drusus.i, nombre de varones romanos
Drusilla.ae, muger fue de cesar octaviano
Dualis.e, por cosa de dos
Dubenus.i, pro eo quod dominus.pr
Dubis.is, por un rio de francia
Dubito.as.aui, por dudar.a.i
Dubitatio.onis, por la duda
Dubitatiuncula.ae, por pequeña duda
Dubitatiuus.a.um, cosa para dudar
Dubiosus.a.um, por cosa dudosa
Dubius.a.um, por aquello mesmo
Dubium.ii, por aquella duda
Dubitanter. aduerbium, por dudosamente
Dubie. aduerbium, por lo mesmo
Ducalis.e, por cosa de duque.no
Ducalis nummus, por ducado.no
Ducatus.us, por ducado dignidad.no
Ducatus.us, por guia o acaudillamiento
Duceni.ae.a, por cada dozientos
Ducenteni.ae.a, por aquello mesmo
Duceni.ae.a, por de dozientos en dozientos
Ducenteni.ae.a, por aquello mesmo
Ducenarius.a.um, por cosa de dozientos
Ducenties. aduerbium, por dozientas vezes
Ducenti.ae.a, por dozientos
Ducenties centum mille, veinte cuentos
Duco.is.duxi, por guiar o llevar de diestro
Duco.is.duxi, por capitanear gente
Duco.is.duxi, por pensar
